,file_sizes
2274,39543
2275,48085
2276,32493
2277,14463
2278,30461
2279,28219
2280,23129
2281,17794
2282,51202
2283,41944
2284,29644
2285,34189
2286,145666
2287,78398
2288,69623
2289,64158
2290,37067
2291,87030
2292,94101
2293,91528
2294,84697
2295,85234
2296,11223
2297,18408
2298,12829
2299,80806
2300,60933
2301,657768
2302,225820
2303,28457
2304,34308
2305,353410
2306,183797
2307,125945
2308,113283
2309,72565
2310,96285
2311,45405
2312,62468
2313,222252
2314,144517
2315,12432
2316,362997
2317,892963
2318,206430
2319,441894
2320,600634
2321,892790
2322,304424
2323,297729
2324,517406
2325,102393
2326,259076
2327,692445
2328,527982
2329,791489
2330,932074
2331,93169
2332,875066
2333,863117
2334,253330
2335,505688
2336,885183
2337,109658
2338,1155891
2339,234964
2340,172943
2341,176597
2342,794122
2343,176330
2344,859275
2345,541827
2346,301011
2347,3622282
2348,3243437
2349,110513
2350,820438
2351,975498
2352,215633
2353,314873
2354,73340
2355,289456
2356,873967
2357,306290
2358,21999
2359,245706
2360,231110
2361,757477
2362,423418
2363,16156
2364,406984
2365,865138
2366,859176
2367,590118
2368,1025632
2369,294754
2370,186888
2371,561531
2372,193740
2373,569398
2374,614620
2375,648373
2376,327168
2377,488347
2378,130588
2379,475941
2380,466482
2381,371220
2382,567700
2383,501816
2384,829771
2385,118190
2386,80125
2387,29738
2388,57608
2389,285372
2390,110581
2391,79493
2392,142100
2393,702259
2394,473857
2395,17721
2396,461915
2397,441565
2398,39367
2399,208807
2400,93921
2401,125498
2402,172649
2403,109504
2404,191471
2405,194505
2406,294630
2407,158654
2408,386087
2409,108390
2410,111902
2411,100684
2412,154052
2413,535614
2414,31378
2415,50719
2416,118713
2417,48263
2418,42586
2419,26825
2420,256430
2421,90403
2422,121204
2423,96052
2424,44832
2425,61836
2426,35627
2427,357022
2428,91087
2429,61161
2430,55500
2431,62988
2432,91255
2433,53686
2434,462045
2435,235645
2436,53682
2437,62026
2438,425059
2439,154778
2440,175895
2441,230569
2442,133158
2443,95035
2444,168329
2445,194833
2446,17712
2447,72720
2448,1666973
2449,1163085
2450,144792
2451,12292
2452,27648
2453,41472
2454,50277
2455,50419
2456,39476
2457,39476
2458,39618
2459,14806
2460,11752
2461,12597
2462,14405
2463,14405
2464,17037
2465,12215
2466,10869
2467,50287
2468,39485
2469,20939
2470,20939
2471,11982
2472,4303664
2473,8155424
2474,6876277
2475,28402
2476,24956
2477,3613234
2478,16340
2479,14743
2480,11483
2481,104487
2482,3732024
2483,5566367
2484,15364
2485,55815
2486,34211
2487,5514313
2488,175116
2489,144507
2490,790372
2491,79608
2492,18794
2493,266606
2494,18796
2495,266536
2496,18855
2497,266345
2498,18655
2499,266514
2500,1144663
2501,3603321
2502,1144447
2503,3608635
2504,688932
2505,1950197
2506,83536
2507,82717
2508,18576
2509,160803
2510,205310
2511,20668
2512,11588
2513,15688
2514,11258
2515,10875
2516,10402
2517,11259
2518,10188
2519,17214
2520,13074
2521,17517
2522,14637
2523,14595
2524,19290
2525,14334
2526,15508
2527,17449
2528,23533
2529,25152
2530,25158
2531,22944
2532,22927
2533,20128
2534,20215
2535,20741
2536,22761
2537,22811
2538,26516
2539,11889
2540,10665
2541,11013
2542,17436
2543,21163
2544,278986
2545,44316
2546,280130
2547,11147
2548,18228
2549,22591
2550,22370
2551,26892
2552,22206
2553,23417
2554,29265
2555,10380
2556,10290
2557,19206
2558,18074
2559,15477
2560,27284
2561,26428
2562,17457
2563,17339
2564,17527
2565,16791
2566,21792
2567,358036
2568,353668
2569,352756
2570,355188
2571,707252
2572,2268968
2573,2273844
2574,1118288
2575,15011
2576,38229
2577,11100963
2578,60510
2579,60642
2580,37881
2581,108901
2582,51194
2583,138803
2584,57401
2585,43293
2586,24525
2587,122780
2588,46152
2589,21954
2590,18383
2591,31340
2592,20365
2593,18663
2594,86010
2595,87076
2596,15690
2597,13561
2598,11313
2599,10636
2600,54276
2601,15364
2602,26737
2603,13873
2604,11324
2605,32433
2606,22016
2607,13182
2608,14016
2609,18520
2610,16465
2611,24809
2612,41163
2613,24465
2614,23653
2615,31014
2616,34851
2617,25536
2618,13581
2619,16222
2620,10019
2621,24065
2622,16691
2623,53753
2624,10403
2625,22319
2626,78013
2627,19020
2628,14784
2629,36984
2630,49689
2631,10617
2632,838041
2633,11120
2634,17946
2635,43680
2636,40023
2637,24492
2638,4214210
2639,22943
2640,10278
2641,14192
2642,2780459
2643,10093
2644,14046
2645,194786
2646,265763
2647,318033
2648,801084
2649,252974
2650,443970
2651,29222
2652,41857
2653,41932
2654,31902
2655,21088
2656,21048
2657,21113
2658,19969
2659,21170
2660,21059
2661,22819
2662,91131
2663,90877
2664,21518
2665,22554
2666,22287
2667,21665
2668,59596
2669,22887
2670,22208
2671,23360
2672,23360
2673,182059
2674,37470
2675,137460
2676,28818
2677,19863
2678,23825
2679,555301
2680,18779
2681,145664
2682,21502
2683,20847
2684,20419
2685,19323
2686,30324
2687,16353
2688,38979
2689,12961
2690,30822
2691,11684
2692,90621
2693,98497
2694,36368
2695,246342
2696,14432
2697,11621
2698,18363
2699,15826
2700,20653
2701,54632
2702,12271
2703,39970
2704,13186
2705,17487
2706,11974
2707,20426
2708,14986
2709,20238
2710,14385
2711,80175
2712,51783
2713,32228
2714,83570
2715,12167
2716,11356
2717,451606
2718,22300
2719,39057
2720,39057
2721,16156
2722,16562
2723,10878
2724,15619
2725,20840
2726,11624
2727,16601
2728,13056
2729,21358
2730,15329
2731,17688
2732,10374
2733,63080
2734,63832
2735,22016
2736,13182
2737,14016
2738,18520
2739,16465
2740,24809
2741,41163
2742,24465
2743,23653
2744,31014
2745,34851
2746,25536
2747,13581
2748,16222
2749,10019
2750,24065
2751,16691
2752,53753
2753,10403
2754,22319
2755,78013
2756,19020
2757,14784
2758,36984
2759,49689
2760,10617
2761,11324
2762,21069
2763,202337
2764,156477
2765,901462
2766,167947
2767,362237
2768,28160
2769,4151541
2770,22528
2771,155799
2772,4977604
2773,390524
2774,19109
2775,11334
2776,95528
2777,533542
2778,436141
2779,78175
2780,84519
2781,243353
2782,196922
2783,233327
2784,79688
2785,18944
2786,102823
2787,12081
2788,278041
2789,218002
2790,477193
2791,182001
2792,67914
2793,18120
2794,21647
2795,14113
2796,11053
2797,19395401
2798,25185971
2799,13299152
2800,19883837
2801,18242013
2802,369168
2803,16762
2804,120317
2805,71891
2806,70295
2807,80661
2808,79270
2809,81518
2810,60596
2811,62664
2812,119103
2813,119970
2814,117767
2815,83755
2816,89440
2817,36174
2818,22240
2819,554762
2820,647949
2821,324641
2822,505307
2823,529095
2824,312256
2825,25754
2826,88990
2827,28416
2828,41690
2829,39585
2830,15364
2831,637649
2832,13219
2833,15658
2834,958174
2835,43584
2836,21731
2837,287758
2838,287758
2839,81148
2840,294893
2841,11631
2842,28160
2843,149353
2844,45579
2845,15412
2846,15414
2847,15416
2848,15414
2849,15414
2850,15396
2851,15388
2852,15388
2853,15388
2854,15414
2855,15412
2856,15412
2857,15416
2858,15416
2859,15416
2860,15416
2861,898984
2862,995053
2863,49246
2864,15416
2865,49246
2866,15416
2867,12644
2868,48072
2869,49246
2870,48086
2871,21644
2872,186561
2873,162189
2874,158870
2875,162145
2876,17816
2877,898984
2878,70358
2879,46334
2880,52082
2881,52156
2882,49101
2883,55034
2884,164029
2885,15326
2886,183975
2887,329297
2888,442206
2889,145623
2890,1861265
2891,28478
2892,46523
2893,287200
2894,626138
2895,191225
2896,765381
2897,1405711
2898,15364
2899,52654
2900,30046
2901,15360
2902,255712
2903,38400
2904,15872
2905,13326
2906,15094
2907,15094
2908,12000
2909,12884
2910,52736
2911,3849371
2912,72693
2913,102323
2914,209020
2915,6905416
2916,59465
2917,3453362
2918,74137
2919,513487
2920,705621
2921,277637
2922,278866
2923,65399
2924,57358
2925,194613
2926,1931424
2927,226303
2928,228646
2929,376346
2930,148393
2931,1145328
2932,303384
2933,58190
2934,156644
2935,174456
2936,74539
2937,367891
2938,577603
2939,97362
2940,122708
2941,15364
2942,125812
2943,61635
2944,6313439
2945,109061
2946,23777
2947,110019
2948,226618
2949,140218
2950,1655640
2951,1703519
2952,38538
2953,238134
2954,152893
2955,38079
2956,210969
2957,33261
2958,153535
2959,199020
2960,50607
2961,22509
2962,52889
2963,80842
2964,2096792
2965,22016
2966,94331
2967,19700
2968,720873
2969,18912194
2970,884252
2971,1149368
2972,35116892
2973,431726
2974,12292
2975,212933
2976,12075
2977,55724
2978,21508
2979,30284
2980,213750
2981,68622
2982,86952
2983,1074624
2984,108122
2985,116343
2986,12646252
2987,7591443
2988,10609
2989,12984990
2990,7833466
2991,824907
2992,1074624
2993,34278
2994,34264
2995,29832
2996,27254
2997,21062
2998,31017
2999,120172
3000,27254
3001,31017
3002,119928
3003,14399
3004,17074
3005,11571388
3006,1111060
3007,5387793
3008,26628
3009,519990
3010,15872
3011,23552
3012,2307072
3013,2628096
3014,1200507
3015,37873
3016,272592
3017,73403
3018,2430976
3019,1263616
3020,1811456
3021,2468864
3022,2824840
3023,149363
3024,40766
3025,13976
3026,13710
3027,38074
3028,36448
3029,23438
3030,36751
3031,107520
3032,220372
3033,562688
3034,205341
3035,110414
3036,680917
3037,971926
3038,384236
3039,17747
3040,18865
3041,24901
3042,1328602
3043,1526695
3044,2661782
3045,2239700
3046,5521274
3047,886784
3048,1136128
3049,1042944
3050,691712
3051,19365
3052,87811
3053,87811
3054,141307
3055,14571
3056,59465
3057,78080
3058,78073
3059,14109
3060,28700
3061,18798
3062,87818
3063,87811
3064,17119
3065,241111
3066,482720
3067,141165
3068,13896
3069,59307
3070,77490
3071,78073
3072,27134
3073,27294
3074,21927
3075,43520
3076,41974
3077,13937
3078,21693
3079,1069642
3080,21968
3081,13252
3082,16576
3083,21718
3084,19895
3085,1870122
3086,1451334
3087,1451317
3088,19903
3089,12883
3090,14410
3091,16326
3092,18836
3093,14271
3094,39796
3095,12145
3096,11716
3097,61935
3098,38532
3099,32883
3100,13468
3101,16186
3102,11477
3103,10225
3104,43897
3105,16997
3106,12158
3107,38173
3108,11353
3109,12845
3110,12653
3111,13791
3112,13146
3113,24832
3114,19830
3115,12888
3116,15997
3117,36043
3118,41354
3119,48400
3120,19990
3121,45796
3122,38648
3123,14037
3124,57426
3125,13416
3126,57311
3127,11114
3128,11207
3129,15937
3130,10826
3131,13202
3132,12208
3133,12999
3134,35306
3135,11128
3136,24582
3137,45684
3138,11112
3139,10578
3140,52607
3141,21553
3142,11558
3143,13830
3144,11692
3145,10158
3146,31511
3147,15646
3148,11132
3149,41910
3150,24150
3151,11036
3152,12082
3153,19490
3154,12106
3155,13760
3156,14476
3157,14539
3158,13823
3159,49954
3160,53570
3161,16358
3162,10669
3163,15113
3164,50558
3165,34075
3166,18024
3167,10278
3168,23734
3169,14115
3170,14948
3171,50433
3172,13549
3173,25225
3174,13369
3175,11693
3176,16417
3177,40774
3178,11462
3179,48955
3180,15256
3181,44411
3182,37334
3183,16449
3184,16480
3185,53157
3186,14810
3187,11200
3188,11322
3189,10745
3190,13432
3191,40099
3192,43569
3193,40605
3194,24107
3195,47838
3196,47092
3197,13481
3198,39458
3199,40616
3200,14841
3201,10871
3202,10314
3203,10233
3204,14162
3205,13394
3206,42268
3207,13482
3208,16035
3209,12990
3210,12294
3211,41661
3212,12317
3213,12927
3214,12410
3215,42747
3216,13349
3217,43818
3218,50746
3219,48473
3220,48204
3221,13833
3222,43302
3223,38212
3224,11770
3225,12863
3226,15312
3227,15397
3228,31611
3229,10419
3230,38412
3231,44959
3232,11965
3233,41564
3234,26706
3235,12205
3236,12325
3237,33898
3238,12272
3239,13318
3240,13268
3241,10782
3242,10428
3243,38179
3244,16301
3245,13361
3246,47929
3247,42471
3248,10068
3249,53476
3250,10258
3251,10905
3252,10794
3253,12417
3254,11103
3255,38366
3256,41762
3257,49965
3258,13587
3259,11696
3260,10202
3261,14775
3262,39071
3263,11702
3264,10668
3265,46647
3266,43427
3267,14019
3268,18589
3269,35680
3270,10676
3271,11376
3272,35227
3273,23598
3274,10038
3275,12855
3276,11347
3277,43718
3278,43681
3279,40161
3280,46336
3281,30927
3282,27522
3283,46080
3284,36335
3285,42036
3286,28779
3287,27861
3288,35234
3289,87270
3290,48297
3291,38281
3292,37268
3293,42271
3294,48633
3295,42060
3296,32169
3297,49598
3298,34646
3299,37334
3300,100196
3301,21383
3302,136074
3303,149986
3304,35299
3305,34622
3306,34130
3307,40448
3308,15360
3309,52303
3310,49844
3311,51850
3312,55257
3313,51443
3314,15364
3315,620618
3316,11416
3317,10069
3318,13628
3319,50715
3320,11469
3321,10274
3322,23887
3323,17037
3324,54830
3325,18333
3326,68121
3327,28590
3328,29708
3329,51139
3330,47824
3331,44554
3332,45215
3333,55625
3334,23939
3335,759996
3336,274839
3337,1305600
3338,220644
3339,223294
3340,142429
3341,251904
3342,338456
3343,10430708
3344,9471218
3345,167466
3346,255488
3347,239520
3348,239354
3349,190285
3350,273572
3351,299163
3352,173846
3353,261704
3354,283838
3355,314856
3356,359650
3357,220089
3358,307655
3359,21153
3360,12292
3361,29846
3362,29233
3363,10501
3364,54075
3365,20075
3366,10110
3367,19983
3368,45539
3369,39361
3370,18746
3371,30903
3372,38986
3373,18389
3374,126132
3375,239520
3376,239354
3377,190285
3378,273572
3379,299163
3380,173846
3381,261704
3382,283838
3383,314856
3384,359650
3385,220089
3386,307655
3387,52734
3388,15364
3389,29591
3390,29769
3391,453279
3392,20323
3393,20326
3394,73444
3395,73445
3396,126049
3397,126140
3398,113821
3399,113821
3400,13785
3401,13785
3402,58477
3403,58487
3404,73773
3405,73784
3406,983040
3407,10102
3408,10165
3409,20323
3410,20326
3411,88969
3412,89994
3413,135910
3414,137904
3415,120674
3416,122120
3417,15292
3418,15408
3419,60049
3420,60517
3421,75482
3422,76551
3423,856576
3424,21378
3425,22709
3426,14910
3427,12718
3428,16720
3429,15869
3430,13976
3431,36448
3432,19337
3433,52734
3434,136074
3435,149986
3436,114028
3437,35299
3438,34622
3439,53882
3440,40448
3441,11813
3442,10105
3443,17037
3444,25282
3445,15364
3446,55625
3447,100171
3448,11888
3449,20075
3450,26279
3451,27775
3452,13079
3453,26140
3454,26531
3455,23758
3456,10501
3457,199575
3458,18040
3459,31325
3460,11935
3461,50427
3462,15107
3463,18865
3464,21813
3465,52562
3466,12382
3467,13272
3468,17810
3469,14073
3470,11009
3471,16117
3472,14823
3473,12291
3474,13783
3475,15272
3476,16651
3477,12395
3478,28446
3479,12278
3480,15014
3481,11270
3482,13540
3483,16218
3484,11902
3485,11135
3486,16575
3487,17010
3488,13058
3489,17053
3490,14420
3491,28512
3492,27289
3493,17630
3494,14812
3495,40146
3496,14833
3497,28731
3498,14541
3499,14592
3500,28293
3501,17217
3502,16813
3503,15777
3504,38098
3505,17930
3506,14861
3507,12611
3508,13552
3509,14524
3510,31779
3511,13798
3512,35664
3513,30715
3514,11473
3515,14153
3516,15968
3517,11370
3518,14905
3519,18798
3520,10997
3521,14282
3522,24459
3523,15777
3524,13992
3525,12790
3526,32737
3527,14925
3528,14887
3529,12092
3530,16344
3531,15595
3532,15111
3533,13366
3534,18356
3535,15459
3536,15678
3537,12939
3538,14368
3539,17062
3540,11358
3541,13846
3542,10701
3543,38882
3544,13948
3545,16225
3546,32966
3547,12512
3548,18241
3549,10433
3550,38786
3551,11553
3552,11895
3553,13518
3554,15524
3555,12942
3556,13313
3557,29690
3558,17619
3559,13892
3560,14422
3561,12180
3562,11249
3563,10269
3564,14340
3565,13045
3566,17387
3567,51939
3568,11194
3569,15198
3570,13653
3571,18248
3572,31325
3573,10973
3574,18450
3575,13025
3576,16157
3577,11361
3578,19356
3579,22572
3580,19040
3581,16191
3582,13529
3583,13420
3584,15190
3585,14551
3586,19014
3587,11464
3588,12646
3589,13659
3590,16583
3591,17281
3592,53118
3593,12810
3594,11784
3595,14063
3596,13360
3597,14143
3598,15022
3599,12058
3600,12919
3601,15589
3602,10807
3603,12557
3604,15082
3605,16867
3606,11224
3607,15402
3608,30748
3609,12302
3610,16045
3611,12210
3612,14158
3613,11466
3614,38940
3615,13501
3616,12001
3617,17868
3618,11265
3619,32120
3620,10109
3621,12016
3622,14257
3623,14185
3624,10778
3625,13857
3626,15076
3627,10845
3628,12840
3629,16969
3630,13594
3631,11175
3632,34301
3633,11547
3634,19446
3635,12711
3636,14629
3637,15174
3638,11526
3639,13968
3640,12253
3641,22980
3642,12158
3643,13403
3644,12373
3645,13886
3646,16073
3647,11818
3648,13583
3649,12154
3650,12092
3651,14664
3652,15055
3653,20057
3654,15855
3655,10477
3656,24896
3657,16243
3658,13740
3659,11946
3660,12717
3661,16274
3662,31413
3663,40726
3664,36743
3665,40901
3666,41774
3667,74143
3668,69949
3669,56934
3670,64309
3671,75662
3672,50982
3673,73261
3674,67306
3675,74305
3676,78888
3677,67618
3678,66172
3679,63707
3680,63174
3681,52809
3682,51986
3683,89337
3684,52855
3685,88350
3686,75422
3687,74532
3688,55726
3689,84826
3690,55841
3691,65263
3692,83304
3693,77607
3694,67998
3695,76004
3696,76055
3697,61222
3698,88765
3699,64058
3700,73970
3701,65837
3702,49318
3703,67897
3704,56959
3705,59907
3706,77082
3707,70275
3708,85295
3709,47879
3710,55847
3711,67836
3712,67179
3713,72637
3714,77892
3715,63152
3716,75048
3717,76768
3718,63663
3719,52961
3720,58025
3721,47560
3722,54985
3723,66084
3724,62481
3725,61630
3726,61835
3727,52505
3728,74716
3729,62670
3730,62876
3731,65259
3732,60102
3733,77466
3734,88465
3735,59971
3736,78208
3737,79800
3738,61986
3739,49174
3740,62196
3741,53157
3742,50912
3743,44493
3744,66833
3745,55143
3746,60452
3747,63737
3748,79146
3749,72223
3750,63426
3751,53589
3752,52345
3753,48487
3754,55914
3755,83922
3756,60387
3757,56507
3758,57670
3759,58622
3760,72612
3761,52259
3762,67491
3763,59263
3764,61770
3765,50495
3766,71641
3767,79365
3768,53379
3769,82044
3770,67995
3771,78470
3772,58622
3773,63898
3774,79513
3775,74443
3776,59345
3777,65808
3778,73666
3779,74475
3780,79254
3781,92879
3782,71357
3783,72900
3784,69058
3785,58072
3786,61931
3787,40018
3788,79639
3789,58845
3790,70206
3791,68388
3792,54697
3793,63316
3794,58260
3795,69081
3796,61621
3797,68208
3798,65575
3799,58433
3800,82202
3801,68944
3802,77001
3803,72640
3804,67601
3805,66199
3806,63223
3807,73337
3808,64690
3809,53681
3810,61919
3811,66473
3812,70423
3813,66808
3814,57288
3815,59814
3816,45426
3817,83406
3818,77230
3819,66339
3820,80284
3821,58122
3822,61056
3823,89310
3824,79829
3825,79631
3826,71849
3827,63306
3828,74650
3829,78838
3830,80400
3831,48204
3832,42391
3833,54480
3834,70606
3835,67926
3836,59256
3837,56940
3838,75538
3839,62069
3840,71987
3841,60789
3842,45950
3843,65140
3844,55758
3845,51395
3846,59577
3847,82932
3848,89385
3849,73610
3850,70777
3851,54639
3852,56539
3853,74640
3854,61975
3855,77638
3856,45650
3857,64657
3858,57991
3859,53653
3860,54144
3861,58657
3862,44648
3863,72224
3864,57285
3865,67823
3866,26486
3867,27559
3868,19666
3869,19278
3870,21851
3871,22291
3872,28100
3873,25828
3874,25968
3875,25551
3876,26273
3877,19181
3878,21683
3879,21243
3880,19943
3881,19694
3882,19833
3883,30111
3884,21362
3885,23152
3886,15896
3887,24818
3888,21719
3889,19439
3890,24403
3891,69611
3892,59652
3893,67410
3894,53547
3895,52425
3896,54779
3897,46047
3898,71851
3899,62210
3900,70718
3901,83860
3902,60644
3903,78512
3904,66248
3905,67508
3906,56611
3907,42482
3908,54493
3909,49055
3910,67268
3911,67368
3912,80832
3913,64917
3914,80951
3915,71482
3916,51763
3917,66910
3918,72481
3919,74121
3920,54644
3921,46537
3922,57836
3923,53277
3924,54374
3925,55084
3926,53906
3927,49289
3928,60364
3929,53146
3930,62396
3931,58181
3932,78206
3933,58313
3934,54530
3935,60716
3936,56487
3937,65607
3938,58206
3939,57306
3940,62064
3941,56050
3942,52807
3943,60251
3944,69400
3945,56676
3946,60235
3947,51482
3948,49981
3949,52629
3950,59977
3951,56052
3952,71534
3953,56676
3954,75664
3955,65087
3956,68211
3957,78087
3958,59977
3959,56052
3960,71534
3961,73897
3962,72831
3963,69043
3964,42164
3965,46331
3966,40094
3967,41968
3968,40666
3969,57570
3970,70754
3971,50290
3972,62827
3973,69577
3974,63617
3975,72823
3976,73227
3977,67860
3978,79237
3979,72233
3980,63513
3981,72948
3982,61703
3983,66020
3984,53715
3985,77278
3986,56927
3987,73227
3988,67860
3989,79237
3990,72233
3991,63513
3992,72948
3993,61703
3994,66020
3995,53715
3996,77278
3997,56927
3998,59333
3999,71940
4000,55007
4001,49724
4002,51368
4003,61891
4004,57652
4005,68688
4006,85936
4007,74279
4008,87074
4009,85621
4010,62658
4011,59333
4012,71940
4013,55007
4014,49724
4015,51368
4016,61891
4017,57652
4018,68688
4019,85936
4020,74279
4021,87074
4022,85621
4023,62658
4024,57533
4025,76960
4026,82092
4027,71831
4028,48093
4029,50507
4030,54590
4031,75819
4032,55395
4033,66251
4034,58989
4035,60582
4036,57533
4037,76960
4038,82092
4039,71831
4040,48093
4041,50507
4042,54590
4043,75819
4044,55395
4045,66251
4046,58989
4047,60582
4048,77079
4049,75608
4050,86228
4051,44001
4052,47592
4053,50414
4054,76839
4055,85442
4056,79141
4057,82291
4058,77079
4059,75608
4060,86228
4061,44001
4062,47592
4063,50414
4064,76839
4065,85442
4066,79141
4067,82291
4068,73227
4069,67860
4070,79237
4071,72233
4072,63513
4073,72948
4074,61703
4075,66020
4076,53715
4077,77278
4078,56927
4079,82092
4080,71831
4081,48093
4082,50507
4083,54590
4084,75819
4085,55395
4086,66251
4087,58989
4088,60582
4089,57533
4090,76960
4091,59333
4092,71940
4093,55007
4094,49724
4095,51368
4096,61891
4097,57652
4098,68688
4099,85936
4100,74279
4101,87074
4102,85621
4103,62658
4104,77079
4105,75608
4106,86228
4107,44001
4108,47592
4109,50414
4110,76839
4111,85442
4112,79141
4113,82291
4114,2026895
4115,2026895
4116,12292
4117,34858
4118,61943
4119,30741093
4120,31539841
4121,204288
4122,24265137
4123,1451317
4124,21378
4125,14910
4126,12549
4127,16720
4128,15869
4129,13976
4130,36448
4131,19326
4132,52734
4133,136074
4134,149986
4135,114028
4136,35299
4137,34622
4138,53882
4139,40448
4140,11813
4141,10105
4142,17037
4143,25282
4144,15364
4145,55625
4146,100171
4147,11888
4148,20075
4149,27775
4150,24818
4151,13079
4152,26531
4153,23758
4154,12292
4155,11120
4156,10016
4157,32156
4158,165923
4159,54092
4160,213386
4161,144889
4162,101481
4163,213205
4164,167028
4165,98929
4166,76759
4167,121145
4168,158492
4169,115810
4170,74780
4171,184740
4172,134374
4173,34928
4174,60291
4175,56351
4176,47355
4177,47488
4178,53015
4179,52004
4180,48322
4181,48350
4182,22165
4183,29555
4184,43592
4185,35799
4186,69919
4187,39996
4188,59774
4189,66239
4190,35787
4191,130107
4192,54019
4193,89719
4194,104562
4195,184180
4196,113981
4197,194790
4198,154847
4199,77658
4200,47835
4201,54941
4202,38433
4203,30183
4204,63370
4205,42496
4206,91229
4207,100894
4208,57197
4209,51159
4210,76584
4211,52224
4212,133825
4213,122520
4214,112996
4215,48117
4216,152631
4217,140401
4218,10226
4219,63509
4220,83787
4221,77492
4222,128477
4223,27481
4224,191120
4225,48249
4226,140203
4227,140708
4228,50330
4229,156638
4230,100864
4231,106339
4232,62384
4233,159461
4234,120683
4235,123081
4236,111533
4237,111817
4238,124334
4239,33024
4240,44652
4241,41807
4242,34816
4243,10195
4244,88000
4245,231017
4246,218475
4247,120241
4248,278623
4249,57856
4250,49731
4251,209105
4252,134676
4253,69816
4254,215185
4255,11103
4256,119496
4257,55235
4258,82427
4259,91128
4260,91675
4261,37596
4262,56884
4263,203313
4264,39612
4265,208699
4266,172659
4267,36849
4268,171870
4269,88064
4270,72685
4271,73955
4272,94877
4273,47848
4274,170715
4275,98575
4276,156908
4277,123373
4278,101378
4279,88047
4280,87931
4281,72237
4282,119565
4283,10329
4284,100438
4285,203453
4286,70869
4287,147459
4288,179464
4289,194351
4290,220121
4291,68388
4292,211504
4293,100115
4294,112128
4295,80270
4296,165270
4297,42812
4298,121316
4299,146578
4300,113992
4301,168756
4302,45085
4303,122662
4304,61764
4305,103715
4306,109811
4307,85579
4308,10285
4309,135600
4310,79965
4311,64339
4312,107778
4313,191389
4314,192706
4315,151972
4316,100349
4317,115943
4318,77965
4319,123904
4320,102916
4321,74965
4322,37334
4323,85851
4324,174010
4325,129138
4326,114806
4327,64982
4328,90900
4329,66019
4330,404998
4331,188307
4332,226556
4333,160013
4334,309855
4335,300379
4336,173819
4337,235522
4338,463366
4339,305739
4340,11355
4341,10516
4342,10374
4343,11097
4344,22016
4345,340768
4346,120685
4347,209137
4348,66398
4349,259083
4350,264772
4351,155749
4352,136523
4353,299554
4354,218345
4355,221807
4356,265983
4357,152418
4358,254624
4359,171019
4360,397084
4361,328277
4362,221143
4363,145388
4364,304051
4365,10984
4366,10853
4367,10624
4368,205425
4369,214958
4370,111693
4371,228703
4372,70523
4373,308712
4374,275660
4375,168083
4376,145388
4377,253046
4378,228810
4379,212224
4380,262657
4381,194153
4382,307622
4383,300138
4384,216011
4385,316926
4386,370743
4387,328098
4388,10348
4389,11139
4390,11218
4391,10362
4392,10267
4393,84992
4394,119734
4395,107732
4396,193434
4397,124558
4398,271134
4399,232171
4400,187423
4401,220407
4402,274200
4403,298954
4404,44484
4405,232919
4406,115146
4407,65024
4408,124357
4409,155044
4410,109439
4411,10082
4412,112324
4413,187936
4414,86716
4415,99527
4416,208753
4417,196699
4418,246029
4419,228331
4420,143154
4421,107069
4422,116382
4423,185483
4424,245130
4425,93696
4426,10591
4427,10401
4428,10960
4429,10704
4430,347588
4431,101045
4432,71054
4433,75491
4434,141397
4435,107981
4436,192589
4437,172387
4438,111546
4439,83082
4440,70844
4441,156874
4442,183066
4443,263053
4444,270595
4445,190616
4446,32170
4447,36902
4448,23031
4449,22694
4450,15763
4451,22693
4452,12952
4453,20997
4454,18858
4455,13976
4456,36448
4457,19337
4458,52734
4459,136074
4460,149986
4461,114028
4462,35299
4463,34622
4464,53882
4465,40448
4466,76187
4467,46392
4468,17037
4469,28653
4470,55625
4471,38986
4472,100171
4473,72994
4474,11888
4475,20075
4476,18389
4477,126132
4478,29173
4479,19335
4480,28245
4481,13079
4482,26140
4483,23758
4484,10501
4485,22974
4486,20160
4487,15541
4488,18308
4489,12718
4490,12696
4491,16718
4492,11230
4493,15869
4494,13976
4495,36448
4496,19337
4497,52734
4498,136074
4499,149986
4500,114028
4501,35299
4502,34622
4503,53882
